timestamp,open,high,low,close,volume
2024-11-12 05:00:00,88430.56,88798.93,88159.99,88378.46,2376.99375
2024-11-12 06:00:00,88378.46,89800.0,88160.01,89545.46,3887.838018
2024-11-12 07:00:00,89545.46,89940.0,88953.58,88983.35,4282.798713
2024-11-12 08:00:00,88983.35,89300.0,88720.91,89280.01,3007.8098
2024-11-12 09:00:00,89280.0,89372.0,87620.0,87630.89,4144.80325
2024-11-12 10:00:00,87630.89,88023.66,85229.0,86787.51,9748.05049
2024-11-12 11:00:00,86787.52,87860.75,86524.14,87155.55,4625.62881
2024-11-12 12:00:00,87155.55,87860.0,86203.83,86348.01,4534.67447
2024-11-12 13:00:00,86348.02,86521.95,85072.0,86330.52,6017.90626
2024-11-12 14:00:00,86330.52,87074.53,85208.2,87001.51,4368.49084
2024-11-12 15:00:00,87001.51,87493.37,86148.0,86632.0,4188.52066
2024-11-12 16:00:00,86632.0,87600.0,85730.35,87030.31,4206.00567
2024-11-12 17:00:00,87030.31,87878.0,86850.66,86966.07,2935.44402
2024-11-12 18:00:00,86966.07,88877.36,86907.26,88796.41,3326.61216
2024-11-12 19:00:00,88796.41,89764.38,88620.01,88704.28,4018.37248
2024-11-12 20:00:00,88704.28,89876.94,88672.0,89473.1,3121.07877
2024-11-12 21:00:00,89472.01,89683.65,88160.27,88240.32,2297.49275
2024-11-12 22:00:00,88240.32,88642.0,87612.0,88592.0,1621.46359
2024-11-12 23:00:00,88592.0,88592.0,87379.59,87952.01,2277.17582
2024-11-13 00:00:00,87952.0,88453.16,87604.0,88040.0,2506.13719
2024-11-13 01:00:00,88040.0,88562.94,87708.0,88253.53,2490.18284
2024-11-13 02:00:00,88253.54,88320.0,87004.0,87868.0,2120.81586
2024-11-13 03:00:00,87868.01,88150.0,87049.52,87136.0,2891.48301
2024-11-13 04:00:00,87136.0,87692.69,86226.15,87172.01,3319.43657
2024-11-13 05:00:00,87172.0,87436.67,86452.78,86545.99,1957.43138
2024-11-13 06:00:00,86545.99,86950.54,86127.99,86500.0,1697.27156
2024-11-13 07:00:00,86500.0,87492.3,86480.07,87356.0,2570.39211
2024-11-13 08:00:00,87356.01,87684.0,87100.0,87228.68,1541.49195
2024-11-13 09:00:00,87228.69,87550.0,87082.42,87400.02,1407.08338
2024-11-13 10:00:00,87400.03,87553.64,87124.92,87535.55,1322.67388
2024-11-13 11:00:00,87535.55,88083.0,87454.54,87669.39,1729.14636
2024-11-13 12:00:00,87669.4,87997.2,87502.49,87626.96,1420.4566
2024-11-13 13:00:00,87626.95,89696.97,87548.0,89152.01,5115.1089
2024-11-13 14:00:00,89152.0,91827.09,88623.64,91508.0,10520.732134
2024-11-13 15:00:00,91508.0,92690.0,90432.23,92540.01,8070.551849
2024-11-13 16:00:00,92540.0,93265.64,91467.9,92256.0,8454.240224
2024-11-13 17:00:00,92256.01,92803.0,91755.0,92218.87,3483.23126
2024-11-13 18:00:00,92218.87,93139.93,92050.07,92824.0,3464.86045
2024-11-13 19:00:00,92824.0,92892.98,89969.87,90193.51,7363.95202
2024-11-13 20:00:00,90193.5,91184.02,89292.0,89691.99,5146.59132
2024-11-13 21:00:00,89692.0,89796.21,87970.98,88539.77,4478.14358
2024-11-13 22:00:00,88539.77,89854.27,88350.0,89715.12,1736.16108
2024-11-13 23:00:00,89715.12,90518.89,89248.28,90375.2,1956.27862
2024-11-14 00:00:00,90375.21,90511.63,89685.1,90104.93,1980.1319
2024-11-14 01:00:00,90104.93,90444.0,89458.13,90372.01,2341.26104
2024-11-14 02:00:00,90372.0,90566.0,89664.0,90104.01,1526.15424
2024-11-14 03:00:00,90104.0,90220.0,89531.86,89937.02,1506.55837
2024-11-14 04:00:00,89937.03,90192.35,89320.37,90123.99,1549.89871
2024-11-14 05:00:00,90123.99,90123.99,89647.19,89957.22,1094.80806
2024-11-14 06:00:00,89957.23,90308.83,89283.5,89300.69,1465.14038
2024-11-14 07:00:00,89309.41,90850.0,89104.54,90769.42,2087.50442
2024-11-14 08:00:00,90769.42,91438.41,90329.8,90558.28,2547.27054
